"N","instance_id","label","node_id","total_success","success_rate","label_freq_rank","definition","raw_image_breadth","norm_image_breadth","num_imgs","min_img","max_img","num_adopters","prop_adopters"
8,430,"crab",14696,44,0.916666667,2,"Animal with pincers",1290,1290,22,467,616,8,1
8,430,"crab",15469,44,0.916666667,2,"An aquatic animal with a hard shell",1290,1290,22,467,616,8,1
8,430,"crab",14180,44,0.916666667,2,"crawling",1290,1290,22,467,616,8,1
8,430,"crab",14718,44,0.916666667,2,"two claws, head and scuttles on the ground",1290,1290,22,467,616,8,1
8,430,"crab",15477,44,0.916666667,2,"Claws are more pointed.  Back legs look ready to scuttle.",1290,1290,22,467,616,8,1
8,430,"crab",15445,44,0.916666667,2,"crustacean, edible",1290,1290,22,467,616,8,1
8,430,"frog",13802,58,0.878787879,1,"the one in about to jump",3027,1086,28,625,833,8,1
8,430,"frog",15469,58,0.878787879,1,"An amphibian that hops and eats flies",3027,1086,28,625,833,8,1
8,430,"frog",15445,58,0.878787879,1,"amphibian",3027,1086,28,625,833,8,1
8,430,"frog",14180,58,0.878787879,1,"slimey",3027,1086,28,625,833,8,1
8,430,"frog",15477,58,0.878787879,1,"Rounded front ""paws"" and it looks like it's ready to jump.",3027,1086,28,625,833,8,1
8,430,"frog",14696,58,0.878787879,1,"Flexible amphibian",3027,1086,28,625,833,8,1
8,430,"frog",14495,58,0.878787879,1,"Long arms short legs",3027,1086,28,625,833,8,1
8,430,"frog",14718,58,0.878787879,1,"four legs, short body, squat frame",3027,1086,28,625,833,8,1
8,431,"crab",14802,50,0.961538462,3,"legs",760,760,22,497,608,8,1
8,431,"crab",13806,50,0.961538462,3,"Crustacean with claws",760,760,22,497,608,8,1
8,431,"crab",15094,50,0.961538462,3,"skinny narrow body",760,760,22,497,608,8,1
8,431,"crab",14963,50,0.961538462,3,"An animal with a wide body. A head with two antennas coming out a two wide legs at the base.",760,760,22,497,608,8,1
8,431,"crab",15250,50,0.961538462,2,"crab claws out",760,760,22,497,608,8,1
8,431,"crab",14218,50,0.961538462,3,"some people said it was also called pray it kinda looked like two hands faces or kissing",760,760,22,497,608,8,1
8,431,"crab",14075,50,0.961538462,3,"a body with short legs outstretched",760,760,22,497,608,8,1
8,431,"crab",15888,50,0.961538462,3,"four legs in a squatting position",760,760,22,497,608,8,1
8,431,"frog",13806,88,1,1,"Amphibian",3949,1835,42,539,850,8,1
8,431,"frog",15250,88,1,1,"jumping frog",3949,1835,42,539,850,8,1
8,431,"frog",15094,88,1,1,"two front legs and two hind legs",3949,1835,42,539,850,8,1
8,431,"frog",14075,88,1,1,"a body with legs outstretched",3949,1835,42,539,850,8,1
8,431,"frog",15888,88,1,1,"4 legs spread apart, small head",3949,1835,42,539,850,8,1
8,431,"frog",14802,88,1,1,"small",3949,1835,42,539,850,8,1
8,431,"frog",14218,88,1,1,"the one on the bottom sticking up",3949,1835,42,539,850,8,1
8,431,"frog",14963,88,1,1,"an animal that has a big center body with four legs. Two in the front and two in the back. The animal is spread wide.",3949,1835,42,539,850,8,1
8,431,"vase",14218,50,0.961538462,2,"same as frog basically",8981,8981,22,976,1292,8,1
8,431,"vase",13806,50,0.961538462,2,"Receptacle for holding flowers",8981,8981,22,976,1292,8,1
8,431,"vase",14802,50,0.961538462,2,"straight",8981,8981,22,976,1292,8,1
8,431,"vase",14075,50,0.961538462,2,"curvy stand with decorations",8981,8981,22,976,1292,8,1
8,431,"vase",14963,50,0.961538462,2,"A tall skinny object.",8981,8981,22,976,1292,8,1
8,431,"vase",15888,50,0.961538462,2,"tall object",8981,8981,22,976,1292,8,1
8,431,"vase",15094,50,0.961538462,2,"two graspers and two legs with body",8981,8981,22,976,1292,8,1
8,431,"vase",15250,50,0.961538462,3,"tall penguin",8981,8981,22,976,1292,8,1
8,432,"ball",14231,36,0.947368421,3,"a circular bouncy toy",431587,13320,18,32,1499,8,1
8,432,"ball",14717,36,0.947368421,3,"a circle, raised above or below the rest",431587,13320,18,32,1499,8,1
8,432,"ball",14357,36,0.947368421,3,"A ball on the bottom.",431587,13320,18,32,1499,8,1
8,432,"ball",13451,36,0.947368421,3,"a round bouncy circle",431587,13320,18,32,1499,8,1
8,432,"ball",14732,36,0.947368421,3,"A small circular object.",431587,13320,18,32,1499,8,1
8,432,"ball",14222,36,0.947368421,3,"something round",431587,13320,18,32,1499,8,1
8,432,"ball",13928,36,0.947368421,3,"a circle",431587,13320,18,32,1499,8,1
8,432,"ball",15435,36,0.947368421,3,"X shape with spare ball",431587,13320,18,32,1499,8,1
8,432,"crab",13451,74,0.948717949,1,"an animal with pincers and 6 legs",14408,12625,36,64,805,8,1
8,432,"crab",14732,74,0.948717949,1,"A wide figure crouching down with two arms pinched and two legs.",14408,12625,36,64,805,8,1
8,432,"crab",14717,74,0.948717949,1,"short legs, a head, and arms up",14408,12625,36,64,805,8,1
8,432,"crab",13928,74,0.948717949,1,"a short fat letter x with a thick middle",14408,12625,36,64,805,8,1
8,432,"crab",15435,74,0.948717949,1,"X shape with rounded hands",14408,12625,36,64,805,8,1
8,432,"crab",14231,74,0.948717949,1,"a tasty mollusk",14408,12625,36,64,805,8,1
8,432,"crab",14222,74,0.948717949,1,"bending down with legs out",14408,12625,36,64,805,8,1
8,432,"crab",14357,74,0.948717949,1,"Wide, short stance and arms and legs.",14408,12625,36,64,805,8,1
8,432,"kiss",14222,38,0.791666667,2,"to people touching lips",11246,11246,19,963,1404,7,0.875
8,432,"kiss",13451,38,0.791666667,2,"to touch mouth together",11246,11246,19,963,1404,7,0.875
8,432,"kiss",14231,38,0.791666667,2,"a lip hug",11246,11246,19,963,1404,7,0.875
8,432,"kiss",14732,38,0.791666667,2,"Moving your mouth to create a smooch.",11246,11246,19,963,1404,7,0.875
8,432,"kiss",13928,38,0.791666667,2,"to pucker up your lips",11246,11246,19,963,1404,7,0.875
8,432,"kiss",14357,38,0.791666667,2,"I couldn't recognize this shape.",11246,11246,19,963,1404,7,0.875
8,432,"kiss",15435,38,0.791666667,2,"Tall bodies linked via face",11246,11246,19,963,1404,7,0.875
8,432,"kiss",14717,38,0.791666667,2,"two leaning in, heads touching",11246,11246,19,963,1404,7,0.875
8,433,"crab",13689,50,0.833333333,1,"widex",2492,2492,25,479,697,8,1
8,433,"crab",15505,50,0.833333333,1,"a crustacean",2492,2492,25,479,697,8,1
8,433,"crab",15331,50,0.833333333,1,"A low to the ground shell fish with multiple arms or legs",2492,2492,25,479,697,8,1
8,433,"crab",13758,50,0.833333333,1,"An x looking, crouching shape",2492,2492,25,479,697,8,1
8,433,"crab",14804,50,0.833333333,1,"A beach animal.",2492,2492,25,479,697,8,1
8,433,"crab",14444,50,0.833333333,1,"It looked like a crab",2492,2492,25,479,697,8,1
8,433,"crab",14314,50,0.833333333,1,"look like a crab with front face crawling",2492,2492,25,479,697,8,1
8,433,"flat",14314,44,0.88,2,"flatline",4211,4211,20,226,526,7,0.875
8,433,"flat",13758,44,0.88,2,"A line, like shape",4211,4211,20,226,526,7,0.875
8,433,"flat",13689,44,0.88,2,"line",4211,4211,20,226,526,7,0.875
8,433,"flat",14444,44,0.88,2,"It was the shortest one.",4211,4211,20,226,526,7,0.875
8,433,"flat",15505,44,0.88,2,"smooth, straight",4211,4211,20,226,526,7,0.875
8,433,"flat",15331,44,0.88,2,"level and horizontal",4211,4211,20,226,526,7,0.875
8,433,"flat",14804,44,0.88,2,"A line.",4211,4211,20,226,526,7,0.875
8,433,"frog",14804,24,0.8,3,"A green animal that has long legs and jumps.",4278,1544,11,629,854,5,0.625
8,433,"frog",14444,24,0.8,3,"It looked like a frog",4278,1544,11,629,854,5,0.625
8,433,"frog",14314,24,0.8,3,"jumping frog shape",4278,1544,11,629,854,5,0.625
8,433,"frog",15331,24,0.8,3,"a hopping amphibian with long back legs",4278,1544,11,629,854,5,0.625
8,433,"frog",13758,24,0.8,3,"An x like looking shape",4278,1544,11,629,854,5,0.625
8,433,"frog",13689,24,0.8,3,"leap",4278,1544,11,629,854,5,0.625
8,433,"frog",15505,24,0.8,3,"amphibian",4278,1544,11,629,854,5,0.625
